,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B1I_tags,Label,height(new)
1406,4,13,0.996,0,13,932.2,1.9,1771,7,3,100
1410,4,16,0.993,0,16,953.8,1.9,1812,7,3,99
1415,4,17,0.943,1,20,748.9,1.3,974,8,12,94
1416,4,18,1.050,0,16,983.4,1.5,1475,7,0,105
1418,3,12,1.021,0,12,931.1,1.7,1583,7,1,102
1423,5,14,0.978,0,15,934.6,1.7,1589,7,1,98
1429,3,16,0.928,0,19,954.8,1.5,1432,8,14,93
1431,5,17,0.876,0,22,940.6,1.3,1223,8,13,88
1434,3,14,1.060,0,13,956.5,1.9,1817,7,3,106
1435,5,17,1.006,0,17,965.0,1.7,1641,7,1,101
1440,2,16,1.009,0,16,973.9,1.7,1656,7,2,101
1441,5,16,0.876,0,21,934.5,1.7,1589,8,15,88
1442,4,17,1.022,1,16,779.5,1.9,1481,7,0,102
1443,3,17,0.869,0,22,950.8,1.7,1616,8,15,87
1444,3,18,0.901,0,22,963.6,1.5,1445,8,14,90
1448,4,13,1.003,0,13,927.6,1.9,1762,7,3,100
1450,4,17,1.046,0,15,975.2,1.5,1463,7,0,105
1452,5,17,0.996,0,17,967.6,1.5,1451,7,0,100
1454,3,16,0.925,1,19,731.8,1.9,1391,8,14,92
1457,4,14,0.938,0,16,929.8,1.7,1581,7,1,94
1465,4,18,1.006,0,18,978.8,1.7,1664,7,2,101
1468,3,15,1.078,0,13,968.3,1.7,1646,7,1,108
1480,5,13,1.000,0,13,923.4,1.9,1755,7,3,100
1482,4,14,0.860,0,19,914.8,1.3,1189,8,13,86
1487,3,15,1.053,0,13,961.0,1.7,1634,7,1,105
1488,4,12,1.059,0,11,932.4,1.7,1585,7,1,106
1489,4,16,1.054,0,15,970.5,1.7,1650,7,1,105
1490,3,16,0.900,0,19,944.2,1.3,1227,8,13,90
1491,3,12,1.065,0,11,940.9,1.7,1599,7,1,106
1498,4,15,0.965,0,16,943.2,1.9,1792,7,3,97
1501,2,16,0.946,0,18,959.8,1.9,1824,7,3,95
1504,2,14,0.974,0,15,947.0,1.7,1610,7,1,97
1506,5,15,0.972,0,16,940.9,1.7,1599,7,1,97
1509,3,16,0.893,0,20,942.6,1.3,1225,8,13,89
1510,4,16,0.858,0,22,934.9,1.9,1776,8,16,86
1511,3,17,1.010,1,17,788.3,1.9,1498,7,0,101
1513,5,17,0.922,1,20,723.3,1.9,1374,8,14,92
1515,2,17,0.990,0,18,980.7,1.7,1667,7,2,99
1525,3,17,0.909,0,21,959.6,1.2,1152,8,13,91
1531,4,16,0.917,0,19,946.0,1.9,1797,8,16,92
1532,4,15,1.068,1,14,783.9,1.9,1489,7,0,107
1533,5,18,0.868,0,24,949.2,1.3,1234,8,13,87
1541,3,18,1.042,0,16,987.4,1.9,1876,7,4,104
1542,3,15,1.051,0,14,965.3,1.9,1834,7,3,105
1543,3,15,0.884,1,20,696.9,1.7,1185,8,13,88
1544,3,14,1.056,1,13,766.8,1.9,1457,7,0,106
1551,3,16,0.857,0,22,943.0,1.3,1226,8,13,86
1552,5,14,1.072,0,12,951.0,1.9,1807,7,3,107
1554,4,14,0.864,0,19,921.8,1.9,1751,8,16,86
1557,5,18,1.003,1,17,774.2,1.9,1471,7,0,100
1565,3,17,0.875,1,22,711.4,1.9,1352,8,14,88
1566,4,18,0.912,0,21,960.8,1.9,1826,8,16,91
1571,3,13,0.920,0,15,921.2,1.9,1750,7,3,92
1573,3,18,1.017,0,17,982.2,1.9,1866,7,4,102
1576,4,17,0.895,0,21,946.7,1.3,1231,8,13,89
1579,5,13,1.024,0,12,925.9,1.9,1759,7,3,102
1585,4,18,0.944,0,20,965.3,1.9,1834,8,16,94
1587,2,15,1.006,0,15,964.7,1.7,1640,7,1,101
1593,4,15,0.895,0,19,934.6,1.3,1215,8,13,89
1595,5,17,1.033,0,16,968.2,1.9,1840,7,3,103
1601,5,14,1.018,0,14,939.2,1.7,1597,7,1,102
1603,2,17,0.941,1,19,754.4,1.9,1433,8,14,94
1613,2,13,0.857,0,17,914.3,1.9,1737,7,2,86
1615,4,15,0.991,0,16,952.6,1.9,1810,7,3,99
1618,3,15,1.061,1,14,787.0,1.9,1495,7,0,106
1620,4,14,1.045,0,13,947.0,1.9,1799,7,3,104
1626,4,14,0.891,0,18,921.9,1.9,1752,7,3,89
1631,3,17,0.887,0,22,954.3,1.5,1431,8,14,89
1634,4,17,1.025,1,17,790.7,1.9,1502,7,0,102
1640,3,13,1.013,0,12,935.9,1.7,1591,7,1,101
1642,4,15,1.056,0,14,963.8,1.7,1638,7,1,106
1644,5,14,1.057,0,13,945.7,1.9,1797,7,3,106
1646,5,16,0.996,0,16,953.7,1.9,1812,7,3,100
1647,5,16,0.870,1,21,686.6,1.7,1167,8,13,87
1648,3,17,0.886,1,21,717.3,1.7,1219,8,13,89
1650,3,15,0.875,1,20,691.1,1.5,1037,8,12,88
1652,3,16,1.052,0,15,976.1,1.7,1659,7,2,105
1654,3,15,1.007,0,15,955.2,1.9,1815,7,3,101
1655,4,17,0.876,1,22,704.8,1.7,1198,8,13,88
1661,2,18,0.968,1,19,777.7,1.5,1167,8,13,97
1664,3,15,1.046,0,14,965.2,1.7,1641,7,1,105
1668,3,15,0.861,0,20,933.2,1.7,1586,8,15,86
1669,3,16,1.043,1,15,789.1,1.9,1499,7,0,104
1673,4,17,0.967,0,18,965.5,1.7,1641,7,1,97
1674,5,16,0.885,1,20,690.0,1.5,1035,8,12,88
1676,4,16,1.037,0,15,964.4,1.7,1639,7,1,104
1678,4,18,0.963,1,19,761.9,1.9,1448,8,14,96
1680,5,15,0.953,0,17,938.2,1.9,1783,7,3,95
1682,4,18,0.889,1,23,728.2,1.7,1238,8,13,89
1684,4,17,0.893,1,21,712.0,1.9,1353,8,14,89
1685,4,16,1.041,0,15,967.8,1.5,1452,7,0,104
1686,2,13,1.004,0,13,944.4,1.7,1606,7,1,100
1689,2,14,0.979,0,15,946.8,1.7,1610,7,1,98
1691,5,17,1.048,0,16,976.9,1.9,1856,7,4,105
1695,4,18,0.861,0,24,951.9,1.5,1428,8,14,86
1700,2,17,1.057,0,15,991.1,1.9,1883,7,4,106
1703,5,16,0.920,1,19,716.8,1.9,1362,8,14,92
1704,2,14,0.931,0,16,934.8,1.9,1776,7,3,93
1711,2,14,1.056,0,12,957.9,1.9,1820,7,3,106
1714,5,13,1.023,0,12,926.4,1.7,1575,7,1,102
1716,4,15,0.862,0,20,928.4,1.3,1207,8,13,86
1719,2,14,1.010,0,14,950.9,1.9,1807,7,3,101
1721,2,16,1.040,0,15,977.5,1.5,1466,7,0,104
1723,3,15,1.041,0,14,960.9,1.9,1826,7,3,104
1724,3,18,1.079,1,15,827.6,1.9,1572,7,1,108
1726,2,17,0.980,0,18,980.1,1.5,1470,7,0,98
1728,4,15,0.984,0,15,947.6,1.9,1800,7,3,98
1729,4,17,0.899,0,22,956.2,1.7,1626,8,15,90
1731,3,17,1.013,0,16,974.8,1.5,1462,7,0,101
1732,4,18,0.966,0,19,971.5,1.9,1846,8,16,97
1733,5,16,0.912,0,19,937.5,1.9,1781,8,16,91
1737,2,17,0.951,1,19,764.8,1.3,994,8,12,95
1738,4,14,0.906,0,17,920.3,1.9,1749,7,2,91
1741,4,16,0.961,0,17,953.8,1.9,1812,7,3,96
1748,3,13,0.914,0,16,923.8,1.9,1755,7,3,91
1749,3,17,0.916,0,20,955.9,1.7,1625,8,15,92
1750,3,13,1.063,0,12,948.2,1.7,1612,7,1,106
1752,3,17,1.037,0,16,983.9,1.7,1673,7,2,104
1753,3,12,0.890,0,16,912.0,1.7,1550,7,1,89
1754,5,18,0.871,0,23,948.0,1.3,1232,8,13,87
1756,2,16,0.985,0,16,965.2,1.7,1641,7,1,98
1758,2,17,0.952,0,19,973.3,1.9,1849,8,16,95
1761,4,14,0.875,0,18,916.6,1.9,1742,7,2,87
1766,4,13,1.051,0,12,942.3,1.9,1790,7,3,105
1769,4,14,0.891,0,17,919.6,1.7,1563,7,1,89
1780,2,15,0.938,0,17,949.8,1.7,1615,7,1,94
1785,3,16,0.949,0,18,958.5,1.9,1821,7,3,95
1792,4,13,0.940,0,15,925.6,1.7,1573,7,1,94
1793,3,17,1.014,0,16,973.3,1.7,1655,7,2,101
1798,2,16,0.905,0,20,955.3,1.5,1433,8,14,91
1800,3,17,1.035,0,16,978.6,1.7,1664,7,2,104
1801,4,12,1.072,0,11,937.2,1.7,1593,7,1,107
1805,3,12,0.932,0,14,917.7,1.7,1560,7,1,93
1807,4,17,0.937,0,19,958.7,1.9,1821,8,16,94
1808,3,15,1.059,1,13,779.4,1.9,1481,7,0,106
1813,3,18,0.870,0,23,958.6,1.3,1246,8,13,87
1815,3,18,0.867,0,23,957.6,1.5,1436,8,14,87
1822,3,16,0.931,0,19,954.3,1.5,1431,8,14,93
1829,2,15,0.881,1,19,691.8,1.7,1176,8,13,88
1838,3,17,1.022,0,16,979.1,1.5,1469,7,0,102
1843,2,16,1.079,0,14,981.8,1.5,1473,7,0,108
1846,4,15,1.054,0,14,962.5,1.7,1636,7,1,105
1848,3,14,1.061,1,12,766.6,1.9,1457,7,0,106
1850,3,17,0.988,0,17,970.2,1.5,1455,7,0,99
1854,3,15,0.872,0,20,936.1,1.9,1779,8,16,87
1858,2,16,0.897,0,20,953.6,1.3,1240,8,13,90
1862,3,14,1.037,0,13,948.8,1.7,1613,7,1,104
1863,4,16,1.001,0,16,957.9,1.7,1628,7,1,100
1866,5,16,0.940,0,19,949.5,1.5,1424,8,14,94
1868,2,15,0.903,1,19,715.1,1.9,1359,8,14,90
1874,5,12,0.934,0,14,909.6,1.9,1728,7,2,93
1876,3,13,1.068,0,12,949.5,1.7,1614,7,1,107
1877,4,15,0.875,0,20,930.6,1.5,1396,8,14,88
1878,4,16,0.997,0,16,961.2,1.7,1634,7,1,100
1880,5,17,1.065,0,15,975.8,1.5,1464,7,0,106
1883,4,16,0.953,0,17,949.5,1.7,1614,7,1,95
1886,3,14,1.063,0,13,960.0,1.7,1632,7,1,106
1888,5,17,0.933,0,20,953.3,1.3,1239,8,13,93
1890,3,15,0.870,0,20,936.8,1.9,1780,8,16,87
1894,2,12,1.005,0,12,934.6,1.9,1776,7,3,101
1897,4,16,0.861,1,21,684.9,1.7,1164,8,13,86
1898,4,18,0.919,0,21,962.1,1.9,1828,8,16,92
1899,4,18,0.984,0,18,972.9,1.5,1459,7,0,98
1901,2,14,0.924,0,17,940.4,1.9,1787,7,3,92
1904,3,16,0.997,0,16,962.4,1.7,1636,7,1,100
1909,4,17,1.054,0,16,983.2,1.7,1671,7,2,105
1916,4,12,1.003,0,12,923.3,1.7,1570,7,1,100
1921,2,14,0.975,0,15,944.1,1.9,1794,7,3,98
1923,4,15,1.013,0,14,949.4,1.7,1614,7,1,101
1924,4,16,0.966,0,17,950.4,1.9,1806,7,3,97
1925,2,13,0.916,0,15,925.3,1.9,1758,7,3,92
1931,3,18,0.947,1,20,762.4,1.3,991,8,12,95
1933,4,13,1.041,0,12,941.7,1.7,1601,7,1,104
1935,2,17,1.039,0,16,985.4,1.5,1478,7,0,104
1937,3,17,0.882,0,22,953.1,1.7,1620,8,15,88
1938,3,17,0.960,1,19,760.9,1.3,989,8,12,96
1942,4,12,0.867,0,16,900.1,1.7,1530,7,0,87
1944,2,16,1.033,1,15,793.0,1.9,1507,7,0,103
1952,2,16,0.926,0,19,956.4,1.3,1243,8,13,93
1953,4,18,1.010,1,17,788.0,1.9,1497,7,0,101
1954,5,16,0.898,0,20,941.0,1.7,1600,8,15,90
1955,4,16,0.955,0,17,949.7,1.7,1615,7,1,95
1962,5,15,1.061,0,13,952.3,1.9,1809,7,3,106
1965,3,14,0.874,0,19,928.4,1.7,1578,8,15,87
1969,2,14,1.003,0,14,952.4,1.9,1810,7,3,100
1971,5,13,1.007,0,13,928.0,1.9,1763,7,3,101
1977,4,12,0.912,0,15,910.4,1.7,1548,7,0,91
1979,4,14,0.929,0,16,925.1,1.9,1758,7,3,93
1980,3,16,0.987,0,17,966.6,1.7,1643,7,1,99
1982,2,13,1.013,0,12,940.6,1.9,1787,7,3,101
1989,4,14,1.037,0,13,945.7,1.9,1797,7,3,104
1991,5,16,0.862,1,22,688.4,1.5,1033,8,12,86
1996,2,16,0.856,0,22,945.5,1.3,1229,8,13,86
1998,4,13,0.907,0,16,919.5,1.7,1563,7,1,91
1999,2,16,0.989,0,16,967.4,1.7,1645,7,1,99
2002,7,20,1.251,0,13,1026.3,1.9,1950,7,4,125
2004,8,24,1.206,0,16,1051.5,1.5,1577,7,1,121
2006,7,27,1.241,1,17,1003.8,1.9,1907,7,4,124
2007,7,27,1.214,0,18,1089.7,1.7,1853,7,4,121
2008,6,25,1.268,1,16,1007.5,1.5,1511,7,0,127
2013,9,26,1.172,0,19,1061.2,1.7,1804,8,16,117
2016,9,26,1.284,1,16,1007.1,1.5,1511,7,0,128
2019,8,24,1.174,1,18,928.7,1.9,1765,7,3,117
2020,7,22,1.229,0,14,1039.7,1.7,1768,7,3,123
2021,7,25,1.172,1,19,952.3,1.7,1619,8,15,117
2023,8,25,1.166,0,19,1059.6,1.9,2013,8,17,117
2026,7,25,1.202,0,17,1067.6,1.5,1601,7,1,120
2027,7,27,1.320,0,15,1103.4,1.5,1655,7,2,132
2031,8,24,1.320,1,14,998.6,1.7,1698,7,2,132
2032,9,22,1.239,1,15,930.9,1.7,1583,7,1,124
2033,8,22,1.166,0,16,1025.3,1.7,1743,7,2,117
2035,6,28,1.231,1,18,1022.4,1.9,1943,7,4,123
2036,7,23,1.299,0,13,1059.9,1.5,1590,7,1,130
2039,6,26,1.212,1,18,992.2,1.7,1687,7,2,121
2040,7,20,1.160,0,15,1013.4,1.7,1723,7,2,116
2049,6,28,1.190,0,20,1094.4,1.5,1642,8,15,119
2050,9,21,1.205,0,15,1020.5,1.5,1531,7,0,120
2051,8,21,1.171,0,15,1015.6,1.9,1930,7,4,117
2052,7,27,1.325,0,15,1106.9,1.5,1660,7,2,133
2053,7,22,1.162,0,16,1030.7,1.5,1546,7,0,116
2058,8,24,1.333,1,14,1009.8,1.5,1515,7,0,133
2062,7,21,1.233,1,14,922.7,1.9,1753,7,3,123
2063,7,20,1.318,1,12,954.1,1.7,1622,7,1,132
2069,7,27,1.304,1,16,1043.0,1.7,1773,7,3,130
2071,7,26,1.276,0,16,1086.7,1.5,1630,7,1,128
2074,8,21,1.290,0,13,1041.3,1.5,1562,7,1,129
2075,7,23,1.311,1,14,994.1,1.7,1690,7,2,131
2077,9,28,1.239,1,18,1002.0,1.5,1503,7,0,124
2079,8,24,1.229,0,16,1059.7,1.7,1802,7,3,123
2081,7,20,1.157,1,15,872.9,1.9,1659,7,2,116
2083,7,26,1.202,1,18,972.7,1.9,1848,7,3,120
2088,8,22,1.172,1,16,900.0,1.9,1710,7,2,117
2090,9,26,1.289,1,16,1006.5,1.7,1711,7,2,129
2091,7,28,1.308,1,16,1053.6,1.7,1791,7,3,131
2097,8,21,1.220,1,14,915.9,1.7,1557,7,1,122
2100,7,25,1.227,0,16,1069.0,1.7,1817,7,3,123
2101,8,22,1.315,0,13,1053.2,1.5,1580,7,1,131
2103,7,27,1.248,0,17,1091.0,1.7,1855,7,4,125
2104,6,28,1.327,0,16,1116.6,1.3,1452,7,0,133
2107,8,28,1.235,1,18,1011.9,1.5,1518,7,0,123
2116,9,25,1.195,0,18,1055.9,1.7,1795,7,3,119
2119,7,27,1.185,0,19,1079.3,1.7,1835,8,16,118
2122,8,26,1.224,0,17,1073.8,1.5,1611,7,1,122
2124,7,25,1.159,0,19,1059.6,1.5,1589,8,15,116
2125,9,20,1.156,0,15,1002.0,1.7,1703,7,2,116
2126,8,23,1.291,0,14,1062.0,1.5,1593,7,1,129
2132,9,24,1.183,1,17,927.5,1.7,1577,7,1,118
2133,7,22,1.252,0,14,1044.2,1.5,1566,7,1,125
2135,7,25,1.255,1,16,993.4,1.9,1887,7,4,125
2137,7,26,1.175,0,19,1076.0,1.3,1399,8,14,117
2146,7,21,1.232,0,14,1030.3,1.5,1545,7,0,123
2150,7,26,1.168,0,19,1071.3,1.7,1821,8,16,117
2151,9,25,1.167,0,19,1055.6,1.3,1372,8,14,117
2152,8,26,1.183,0,19,1072.3,1.9,2037,8,17,118
2153,9,21,1.192,1,15,888.9,1.7,1511,7,0,119
2155,7,22,1.271,0,14,1047.8,1.5,1572,7,1,127
2156,8,24,1.217,1,16,953.6,1.9,1812,7,3,122
2159,9,20,1.241,1,13,903.3,1.9,1716,7,2,124
2160,8,24,1.221,1,16,950.3,1.7,1615,7,1,122
2162,6,27,1.158,0,20,1079.3,1.3,1403,8,14,116
2168,7,20,1.269,0,13,1032.8,1.5,1549,7,0,127
2170,9,26,1.256,0,17,1077.8,1.5,1617,7,1,126
2171,6,26,1.333,0,15,1101.7,1.5,1653,7,2,133
2172,6,22,1.333,1,13,996.8,1.5,1495,7,0,133
2173,7,21,1.286,0,12,1037.8,1.5,1557,7,1,129
2174,8,25,1.282,1,15,1000.7,1.7,1701,7,2,128
2178,9,28,1.308,0,16,1100.4,1.7,1871,7,4,131
2183,8,22,1.173,1,16,901.1,1.7,1532,7,0,117
2184,7,24,1.249,1,15,968.3,1.7,1646,7,1,125
2186,8,27,1.304,1,16,1038.9,1.5,1558,7,1,130
2187,7,23,1.223,1,15,945.9,1.7,1608,7,1,122
2193,6,27,1.206,0,18,1088.0,1.5,1632,7,1,121
2195,7,21,1.275,0,13,1042.0,1.5,1563,7,1,128
2196,9,27,1.296,1,16,1027.3,1.5,1541,7,0,130
2197,8,26,1.304,0,15,1088.1,1.5,1632,7,1,130
2198,7,25,1.278,1,15,999.0,1.9,1898,7,4,128
2200,8,25,1.303,0,15,1077.6,1.5,1616,7,1,130
2202,8,21,1.194,1,15,901.0,1.9,1712,7,2,119
2203,8,20,1.176,1,15,877.8,1.7,1492,7,0,118
2208,8,27,1.219,1,18,995.2,1.9,1891,7,4,122
2213,7,28,1.183,0,20,1088.0,1.5,1632,8,15,118
2214,8,26,1.218,1,17,970.9,1.5,1456,7,0,122
2216,6,25,1.285,0,15,1088.8,1.5,1633,7,1,129
2220,7,23,1.301,1,13,979.5,1.5,1469,7,0,130
2223,6,22,1.254,1,14,951.7,1.9,1808,7,3,125
2224,6,25,1.271,1,15,998.5,1.9,1897,7,4,127
2226,7,20,1.259,0,13,1027.3,1.5,1541,7,0,126
2228,9,26,1.260,0,16,1073.4,1.7,1825,7,3,126
2229,7,27,1.165,0,20,1081.7,1.3,1406,8,14,116
2230,6,24,1.248,1,15,978.8,1.7,1664,7,2,125
2232,8,22,1.278,0,13,1043.5,1.5,1565,7,1,128
2234,6,26,1.228,1,17,998.4,1.9,1897,7,4,123
2235,8,24,1.333,1,14,1012.6,1.9,1924,7,4,133
2236,9,26,1.204,1,18,964.1,1.9,1832,7,3,120
2245,8,27,1.250,1,17,1004.4,1.7,1707,7,2,125
2246,9,22,1.162,0,16,1019.7,1.5,1530,7,0,116
2247,7,21,1.205,0,15,1032.7,1.7,1756,7,3,121
2248,9,23,1.157,0,17,1025.5,1.7,1743,7,2,116
2249,9,27,1.206,0,19,1081.2,1.7,1838,8,16,121
2254,7,24,1.299,1,14,1001.4,1.9,1903,7,4,130
2255,8,25,1.281,1,15,995.8,1.5,1494,7,0,128
2261,8,27,1.281,1,17,1026.8,1.7,1746,7,2,128
2262,9,26,1.180,1,19,957.6,1.3,1245,8,13,118
2263,6,25,1.191,1,18,966.2,1.9,1836,7,3,119
2265,8,24,1.250,0,16,1064.9,1.5,1597,7,1,125
2271,8,21,1.208,1,14,901.0,1.7,1532,7,0,121
2273,8,22,1.274,1,13,947.7,1.9,1801,7,3,127
2274,9,22,1.313,1,13,965.3,1.7,1641,7,1,131
2276,9,22,1.169,0,16,1023.4,1.5,1535,7,0,117
2279,8,23,1.270,1,14,962.0,1.9,1828,7,3,127
2280,6,21,1.187,0,15,1032.8,1.5,1549,7,0,119
2284,7,27,1.240,0,17,1087.8,1.7,1849,7,3,124
2285,8,26,1.323,1,15,1031.7,1.5,1548,7,0,132
2287,8,23,1.316,0,13,1058.0,1.7,1799,7,3,132
2289,8,20,1.322,1,11,946.2,1.7,1609,7,1,132
2291,8,24,1.192,0,17,1053.6,1.5,1580,7,1,119
2292,8,27,1.218,0,19,1088.1,1.7,1850,8,16,122
2296,9,27,1.222,1,18,989.1,1.5,1484,7,0,122
2297,9,28,1.290,0,17,1098.2,1.5,1647,7,1,129
2298,6,20,1.212,1,14,905.0,1.9,1719,7,2,121
2300,6,23,1.278,0,14,1068.7,1.7,1817,7,3,128
2302,9,25,1.320,1,14,1010.1,1.7,1717,7,2,132
2303,6,26,1.213,1,17,984.0,1.9,1870,7,4,121
2306,8,26,1.174,0,19,1064.7,1.3,1384,8,14,117
2312,7,21,1.246,0,14,1036.3,1.5,1554,7,1,125
2313,9,27,1.158,0,20,1073.1,1.7,1824,8,16,116
2314,6,28,1.292,1,17,1055.1,1.7,1794,7,3,129
2315,7,24,1.217,1,16,956.3,1.9,1817,7,3,122
2317,9,20,1.273,0,12,1020.5,1.9,1939,7,4,127
2319,8,28,1.232,1,18,1011.7,1.5,1518,7,0,123
2320,8,21,1.324,1,12,965.1,1.7,1641,7,1,132
2327,8,26,1.316,0,15,1089.3,1.5,1634,7,1,132
2328,7,21,1.210,1,14,906.3,1.9,1722,7,2,121
2329,8,28,1.171,1,20,980.4,1.2,1176,8,13,117
2332,7,24,1.256,0,15,1065.6,1.5,1598,7,1,126
2333,9,25,1.213,0,17,1054.3,1.5,1582,7,1,121
2334,7,24,1.313,1,14,1005.9,1.5,1509,7,0,131
2335,8,28,1.258,0,17,1096.0,1.5,1644,7,1,126
2336,7,23,1.327,1,13,995.3,1.9,1891,7,4,133
2337,8,26,1.248,0,17,1083.3,1.5,1625,7,1,125
2339,8,24,1.232,0,16,1052.8,1.5,1579,7,1,123
2342,7,24,1.182,1,17,940.9,1.7,1600,7,1,118
2344,6,23,1.212,0,16,1054.0,1.5,1581,7,1,121
2346,6,21,1.266,1,13,942.4,1.7,1602,7,1,127
2347,8,28,1.331,0,16,1109.7,1.5,1664,7,2,133
2349,9,27,1.164,0,20,1072.0,1.5,1608,8,15,116
2351,7,24,1.159,0,18,1046.6,1.7,1779,7,3,116
2354,7,24,1.226,0,16,1059.5,1.5,1589,7,1,123
2356,6,25,1.274,1,15,998.0,1.5,1497,7,0,127
2357,8,27,1.161,1,20,967.3,1.7,1644,8,15,116
2359,8,26,1.173,1,19,956.5,1.5,1435,8,14,117
2361,8,27,1.297,0,16,1094.0,1.7,1860,7,4,130
2366,6,24,1.242,1,16,980.6,1.5,1471,7,0,124
2367,6,26,1.206,0,18,1082.8,1.5,1624,7,1,121
2371,7,27,1.317,1,16,1048.0,1.7,1782,7,3,132
2372,8,26,1.178,0,19,1068.0,1.7,1816,8,16,118
2373,6,27,1.242,1,18,1020.2,1.9,1938,7,4,124
2374,9,22,1.295,1,13,947.3,1.7,1610,7,1,130
2376,7,27,1.222,0,18,1084.8,1.7,1844,7,3,122
2381,7,24,1.320,1,14,1005.3,1.5,1508,7,0,132
2382,9,22,1.313,1,13,958.5,1.7,1629,7,1,131
2387,8,23,1.201,1,16,928.0,1.9,1763,7,3,120
2389,7,28,1.159,0,21,1085.8,1.7,1846,8,16,116
2393,8,21,1.200,0,15,1026.3,1.5,1539,7,0,120
2397,8,26,1.265,1,16,1002.3,1.9,1904,7,4,127
2398,8,26,1.309,0,15,1086.9,1.5,1630,7,1,131
2401,7,24,1.309,1,14,1007.3,1.9,1914,7,4,131
2402,6,20,1.321,0,12,1045.0,1.5,1567,7,1,132
2404,9,27,1.297,0,16,1095.7,1.5,1643,7,1,130
2406,7,24,1.188,0,17,1057.0,1.7,1797,7,3,119
2408,8,21,1.273,1,13,930.1,1.9,1767,7,3,127
2409,6,24,1.158,1,18,936.1,1.9,1779,7,3,116
2410,6,26,1.327,0,15,1103.1,1.7,1875,7,4,133
2411,8,21,1.301,0,12,1035.6,1.7,1761,7,3,130
2413,8,23,1.197,1,16,923.8,1.7,1570,7,1,120
2418,7,22,1.275,1,13,954.1,1.9,1813,7,3,127
2425,7,22,1.286,1,13,967.1,1.9,1837,7,3,129
2427,7,24,1.326,1,13,1005.3,1.5,1508,7,0,133
2441,9,27,1.305,0,16,1098.1,1.5,1647,7,1,131
2442,7,21,1.329,0,12,1050.0,1.5,1575,7,1,133
2443,6,27,1.276,0,16,1099.9,1.5,1650,7,1,128
2446,8,28,1.231,0,18,1092.4,1.5,1639,7,1,123
2449,8,22,1.279,0,13,1041.8,1.5,1563,7,1,128
2450,7,25,1.312,1,14,1013.8,1.9,1926,7,4,131
2452,7,24,1.159,0,18,1045.8,1.7,1778,7,3,116
2453,8,21,1.220,0,14,1023.0,1.5,1534,7,0,122
2455,7,21,1.303,0,13,1049.5,1.7,1784,7,3,130
2456,7,28,1.166,1,20,980.8,1.2,1177,8,13,117
2457,6,21,1.306,1,12,969.7,1.9,1842,7,3,131
2459,9,20,1.238,1,13,900.4,1.9,1711,7,2,124
2460,9,24,1.229,0,16,1056.7,1.7,1796,7,3,123
2464,8,28,1.223,1,18,1002.1,1.5,1503,7,0,122
2465,8,26,1.163,0,19,1068.2,1.7,1816,8,16,116
2467,7,25,1.233,1,16,974.8,1.9,1852,7,4,123
2469,7,26,1.179,1,19,961.7,1.9,1827,8,16,118
2470,7,26,1.187,0,19,1074.8,1.9,2042,8,17,119
2472,7,26,1.331,1,15,1042.0,1.5,1563,7,1,133
2473,9,27,1.179,0,20,1076.9,1.7,1831,8,16,118
2474,6,20,1.277,1,12,938.2,1.7,1595,7,1,128
2476,8,22,1.156,0,17,1028.2,1.7,1748,7,2,116
2479,7,23,1.254,0,15,1056.2,1.7,1796,7,3,125
2480,7,27,1.321,0,15,1104.8,1.5,1657,7,2,132
2486,7,27,1.297,0,16,1104.9,1.5,1657,7,2,130
2488,7,28,1.252,1,18,1026.2,1.7,1745,7,2,125
2489,8,24,1.293,1,14,985.2,1.7,1675,7,2,129
2492,6,26,1.292,1,16,1029.8,1.5,1545,7,0,129
2495,7,23,1.197,1,16,933.6,1.9,1774,7,3,120
2498,8,21,1.252,0,13,1028.1,1.7,1748,7,2,125
2499,7,23,1.162,0,17,1038.1,1.5,1557,7,1,116
2504,7,20,1.325,0,11,1039.5,1.5,1559,7,1,132
2505,7,28,1.166,0,20,1087.0,1.5,1631,8,15,117
2506,9,22,1.231,1,14,916.3,1.9,1741,7,2,123
2507,6,23,1.275,1,14,975.3,1.9,1853,7,4,128
2509,8,22,1.330,1,13,982.9,1.7,1671,7,2,133
2514,8,21,1.165,1,16,884.0,1.7,1503,7,0,117
2515,7,28,1.157,0,21,1083.1,1.7,1841,8,16,116
2517,7,25,1.294,1,15,1001.8,1.9,1903,7,4,129
2522,6,20,1.276,1,12,937.4,1.9,1781,7,3,128
2524,8,21,1.235,1,14,916.2,1.9,1741,7,2,124
2527,7,27,1.257,0,17,1093.1,1.7,1858,7,4,126
2529,8,21,1.168,0,15,1014.1,1.9,1927,7,4,117
2530,8,26,1.212,0,18,1074.1,1.5,1611,7,1,121
2532,7,22,1.159,0,16,1030.9,1.7,1753,7,3,116
2534,9,28,1.253,1,18,1011.4,1.5,1517,7,0,125
2535,9,27,1.240,1,18,997.5,1.5,1496,7,0,124
2536,9,24,1.184,1,17,921.6,1.9,1751,7,3,118
2539,9,23,1.315,0,13,1055.2,1.7,1794,7,3,131
2540,8,21,1.156,0,16,1015.8,1.5,1524,7,0,116
2541,9,27,1.272,1,16,1005.6,1.9,1911,7,4,127
2542,9,24,1.272,1,15,970.0,1.5,1455,7,0,127
2543,8,25,1.229,1,16,963.4,1.7,1638,7,1,123
