,age,weight(kg),Height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B2I_tags,Label,height(cm)
,3,18,1.017,0,17,982,1.9,1866,7,4,102
,4,17,0.895,0,21,947,1.3,1231,8,13,90
,5,13,1.024,0,12,926,1.9,1759,7,3,102
,4,18,0.944,0,20,965,1.9,1834,8,16,94
,2,15,1.006,0,15,965,1.7,1640,7,1,101
,4,15,0.895,0,19,935,1.3,1215,8,13,90
,5,17,1.033,0,16,968,1.9,1840,7,3,103
,5,14,1.018,0,14,939,1.7,1597,7,1,102
,2,17,0.941,1,19,754,1.9,1433,8,14,94
,2,13,0.857,0,17,914,1.9,1737,7,2,86
,4,15,0.991,0,16,953,1.9,1810,7,3,99
,3,15,1.061,1,14,787,1.9,1495,7,0,106
,4,14,1.045,0,13,947,1.9,1799,7,3,105
,4,14,0.891,0,18,922,1.9,1752,7,3,89
,3,17,0.887,0,22,954,1.5,1431,8,14,89
,4,18,1.025,1,17,791,1.9,1502,7,0,103
,3,13,1.013,0,12,936,1.7,1591,7,1,101
,4,15,1.056,0,14,964,1.7,1638,7,1,106
,5,14,1.057,0,13,946,1.9,1797,7,3,106
,5,16,0.996,0,16,954,1.9,1812,7,3,100
,5,16,0.87,1,21,687,1.7,1167,8,13,87
,3,17,0.886,1,21,717,1.7,1219,8,13,89
,3,15,0.875,1,20,691,1.5,1037,8,12,88
,3,16,1.052,0,15,976,1.7,1659,7,2,105
,3,15,1.007,0,15,955,1.9,1815,7,3,101
,4,17,0.876,1,22,705,1.7,1198,8,13,88
,2,18,0.968,1,19,778,1.5,1167,8,13,97
,3,15,1.046,0,14,965,1.7,1641,7,1,105
,3,15,0.861,0,20,933,1.7,1586,8,15,86
,3,16,1.043,1,15,789,1.9,1499,7,0,104
,4,17,0.967,0,18,966,1.7,1641,7,1,97
,5,16,0.885,1,20,690,1.5,1035,8,12,89
,4,16,1.037,0,15,964,1.7,1639,7,1,104
,4,18,0.963,1,19,762,1.9,1448,8,14,96
,5,15,0.953,0,17,938,1.9,1783,7,3,95
,4,18,0.889,1,23,728,1.7,1238,8,13,89
,4,17,0.893,1,21,712,1.9,1353,8,14,89
,4,16,1.041,0,15,968,1.5,1452,7,0,104
,2,13,1.004,0,13,944,1.7,1606,7,1,100
,2,14,0.979,0,15,947,1.7,1610,7,1,98
,5,17,1.048,0,16,977,1.9,1856,7,4,105
,4,18,0.861,0,24,952,1.5,1428,8,14,86
,2,17,1.057,0,15,991,1.9,1883,7,4,106
,5,16,0.92,1,19,717,1.9,1362,8,14,92
,2,14,0.931,0,16,935,1.9,1776,7,3,93
,2,14,1.056,0,12,958,1.9,1820,7,3,106
,5,13,1.023,0,12,926,1.7,1575,7,1,102
,4,15,0.862,0,20,928,1.3,1207,8,13,86
,2,14,1.01,0,14,951,1.9,1807,7,3,101
,2,16,1.04,0,15,978,1.5,1466,7,0,104
,3,15,1.041,0,14,961,1.9,1826,7,3,104
,3,18,1.079,1,15,828,1.9,1572,7,1,108
,2,18,0.98,0,18,980,1.5,1470,7,0,98
,4,15,0.984,0,16,948,1.9,1800,7,3,98
,4,17,0.899,0,22,956,1.7,1626,8,15,90
,3,17,1.013,0,16,975,1.5,1462,7,0,101
,4,18,0.966,0,19,971,1.9,1846,8,16,97
,5,16,0.912,0,19,938,1.9,1781,8,16,91
,2,17,0.951,1,19,765,1.3,994,8,12,95
,4,14,0.906,0,17,920,1.9,1749,7,2,91
,4,16,0.961,0,17,954,1.9,1812,7,3,96
,3,13,0.914,0,16,924,1.9,1755,7,3,91
,3,17,0.916,0,20,956,1.7,1625,8,15,92
,3,13,1.063,0,12,948,1.7,1612,7,1,106
,3,17,1.037,0,16,984,1.7,1673,7,2,104
,3,13,0.89,0,16,912,1.7,1550,7,1,89
,5,18,0.871,0,23,948,1.3,1232,8,13,87
,2,16,0.985,0,16,965,1.7,1641,7,1,99
,2,17,0.952,0,19,973,1.9,1849,8,16,95
,4,14,0.875,0,18,917,1.9,1742,7,2,88
,4,13,1.051,0,12,942,1.9,1790,7,3,105
,4,14,0.891,0,17,920,1.7,1563,7,1,89
,2,15,0.938,0,17,950,1.7,1615,7,1,94
,3,16,0.949,0,18,959,1.9,1821,7,3,95
,4,14,0.94,0,15,926,1.7,1573,7,1,94
,3,17,1.014,0,16,973,1.7,1655,7,2,101
,2,16,0.905,0,20,955,1.5,1433,8,14,91
,3,17,1.035,0,16,979,1.7,1664,7,2,104
,4,12,1.072,0,11,937,1.7,1593,7,1,107
,3,12,0.932,0,14,918,1.7,1560,7,1,93
,4,17,0.937,0,19,959,1.9,1821,8,16,94
,3,15,1.059,1,13,779,1.9,1481,7,0,106
,3,18,0.87,0,23,959,1.3,1246,8,13,87
,3,18,0.867,0,23,958,1.5,1436,8,14,87
,3,16,0.931,0,19,954,1.5,1431,8,14,93
,2,15,0.881,1,19,692,1.7,1176,8,13,88
,3,17,1.022,0,16,979,1.5,1469,7,0,102
,2,16,1.079,0,14,982,1.5,1473,7,0,108
,4,15,1.054,0,14,963,1.7,1636,7,1,105
,3,14,1.061,1,12,767,1.9,1457,7,0,106
,3,17,0.988,0,17,970,1.5,1455,7,0,99
,3,15,0.872,0,20,936,1.9,1779,8,16,87
,2,16,0.897,0,20,954,1.3,1240,8,13,90
,3,14,1.037,0,13,949,1.7,1613,7,1,104
,4,16,1.001,0,16,958,1.7,1628,7,1,100
,5,17,0.94,0,19,949,1.5,1424,8,14,94
,2,15,0.903,1,19,715,1.9,1359,8,14,90
,5,12,0.934,0,14,910,1.9,1728,7,2,93
,3,13,1.068,0,12,949,1.7,1614,7,1,107
,4,15,0.875,0,20,931,1.5,1396,8,14,88
,4,16,0.997,0,16,961,1.7,1634,7,1,100
,5,17,1.065,0,15,976,1.5,1464,7,0,107
,4,16,0.953,0,17,950,1.7,1614,7,1,95
,3,14,1.063,0,13,960,1.7,1632,7,1,106
,5,17,0.933,0,20,953,1.3,1239,8,13,93
,3,15,0.87,0,20,937,1.9,1780,8,16,87
,2,12,1.005,0,12,935,1.9,1776,7,3,101
,4,16,0.861,1,21,685,1.7,1164,8,13,86
,4,18,0.919,0,21,962,1.9,1828,8,16,92
,4,18,0.984,0,18,973,1.5,1459,7,0,98
,2,14,0.924,0,17,940,1.9,1787,7,3,92
,3,16,0.997,0,16,962,1.7,1636,7,1,100
,4,18,1.054,0,16,983,1.7,1671,7,2,105
,4,12,1.003,0,12,923,1.7,1570,7,1,100
,2,14,0.975,0,15,944,1.9,1794,7,3,98
,4,15,1.013,0,14,949,1.7,1614,7,1,101
,4,16,0.966,0,17,950,1.9,1806,7,3,97
,2,13,0.916,0,15,925,1.9,1758,7,3,92
,3,18,0.947,1,20,762,1.3,991,8,12,95
,4,13,1.041,0,12,942,1.7,1601,7,1,104
,2,17,1.039,0,16,985,1.5,1478,7,0,104
,3,17,0.882,0,22,953,1.7,1620,8,15,88
,3,17,0.96,1,19,761,1.3,989,8,12,96
,4,12,0.867,0,16,900,1.7,1530,7,0,87
,2,16,1.033,1,15,793,1.9,1507,7,0,103
,2,16,0.926,0,19,956,1.3,1243,8,13,93
,4,18,1.01,1,17,788,1.9,1497,7,0,101
,5,16,0.898,0,20,941,1.7,1600,8,15,90
,4,16,0.955,0,17,950,1.7,1615,7,1,96
,5,15,1.061,0,13,952,1.9,1809,7,3,106
,3,15,0.874,0,19,928,1.7,1578,8,15,87
,2,14,1.003,0,14,952,1.9,1810,7,3,100
,5,13,1.007,0,13,928,1.9,1763,7,3,101
,4,12,0.912,0,15,910,1.7,1548,7,0,91
,4,14,0.929,0,16,925,1.9,1758,7,3,93
,3,17,0.987,0,17,967,1.7,1643,7,1,99
,2,13,1.013,0,12,941,1.9,1787,7,3,101
,4,14,1.037,0,13,946,1.9,1797,7,3,104
,5,17,0.862,1,22,688,1.5,1033,8,12,86
,2,16,0.856,0,22,945,1.3,1229,8,13,86
,4,14,0.907,0,16,920,1.7,1563,7,1,91
,2,16,0.989,0,16,967,1.7,1645,7,1,99
,7,20,1.251,0,13,1026,1.9,1950,7,4,125
,8,24,1.206,0,16,1052,1.5,1577,7,1,121
,7,27,1.241,1,17,1004,1.9,1907,7,4,124
,7,27,1.214,0,18,1090,1.7,1853,7,4,121
,6,25,1.268,1,16,1008,1.5,1511,7,0,127
,9,26,1.172,0,19,1061,1.7,1804,8,16,117
,9,26,1.284,1,16,1007,1.5,1511,7,0,128
,8,24,1.174,1,18,929,1.9,1765,7,3,117
,7,22,1.229,0,14,1040,1.7,1768,7,3,123
,7,25,1.172,1,19,952,1.7,1619,8,15,117
,8,25,1.166,0,19,1060,1.9,2013,8,17,117
,7,25,1.202,0,17,1068,1.5,1601,7,1,120
,7,27,1.32,0,15,1103,1.5,1655,7,2,132
,8,24,1.32,1,14,999,1.7,1698,7,2,132
,9,22,1.239,1,15,931,1.7,1583,7,1,124
,8,22,1.166,0,16,1025,1.7,1743,7,2,117
,6,28,1.231,1,18,1022,1.9,1943,7,4,123
,7,23,1.299,0,13,1060,1.5,1590,7,1,130
,6,26,1.212,1,18,992,1.7,1687,7,2,121
,7,20,1.16,0,15,1013,1.7,1723,7,2,116
,6,28,1.19,0,20,1094,1.5,1642,8,15,119
,9,21,1.205,0,15,1020,1.5,1531,7,0,121
,8,21,1.171,0,15,1016,1.9,1930,7,4,117
,7,27,1.325,0,15,1107,1.5,1660,7,2,133
,7,22,1.162,0,16,1031,1.5,1546,7,0,116
,8,24,1.333,1,14,1010,1.5,1515,7,0,133
,7,21,1.233,1,14,923,1.9,1753,7,3,123
,7,20,1.318,1,12,954,1.7,1622,7,1,132
,7,27,1.304,1,16,1043,1.7,1773,7,3,130
,7,26,1.276,0,16,1087,1.5,1630,7,1,128
,8,21,1.29,0,13,1041,1.5,1562,7,1,129
,7,23,1.311,1,14,994,1.7,1690,7,2,131
,9,28,1.239,1,18,1002,1.5,1503,7,0,124
,8,24,1.229,0,16,1060,1.7,1802,7,3,123
,7,20,1.157,1,15,873,1.9,1659,7,2,116
,7,26,1.202,1,18,973,1.9,1848,7,3,120
,8,22,1.172,1,16,900,1.9,1710,7,2,117
,9,26,1.289,1,16,1006,1.7,1711,7,2,129
,7,28,1.308,1,16,1054,1.7,1791,7,3,131
,8,22,1.22,1,14,916,1.7,1557,7,1,122
,7,25,1.227,0,16,1069,1.7,1817,7,3,123
,8,22,1.315,0,13,1053,1.5,1580,7,1,132
,7,27,1.248,0,17,1091,1.7,1855,7,4,125
,6,28,1.327,0,16,1117,1.3,1452,7,0,133
,8,28,1.235,1,18,1012,1.5,1518,7,0,124
,9,25,1.195,0,18,1056,1.7,1795,7,3,120
,7,27,1.185,0,19,1079,1.7,1835,8,16,119
,8,26,1.224,0,17,1074,1.5,1611,7,1,122
,7,25,1.159,0,19,1060,1.5,1589,8,15,116
,9,20,1.156,0,15,1002,1.7,1703,7,2,116
,8,24,1.291,0,14,1062,1.5,1593,7,1,129
,9,24,1.183,1,17,928,1.7,1577,7,1,118
,7,22,1.252,0,14,1044,1.5,1566,7,1,125
,7,25,1.255,1,16,993,1.9,1887,7,4,126
,7,27,1.175,0,19,1076,1.3,1399,8,14,118
,7,21,1.232,0,14,1030,1.5,1545,7,0,123
,7,26,1.168,0,19,1071,1.7,1821,8,16,117
,9,26,1.167,0,19,1056,1.3,1372,8,14,117
,8,26,1.183,0,19,1072,1.9,2037,8,17,118
,9,21,1.192,1,15,889,1.7,1511,7,0,119
,7,22,1.271,0,14,1048,1.5,1572,7,1,127
,8,24,1.217,1,16,954,1.9,1812,7,3,122
,9,20,1.241,1,13,903,1.9,1716,7,2,124
,8,24,1.221,1,16,950,1.7,1615,7,1,122
,6,27,1.158,0,20,1079,1.3,1403,8,14,116
,7,20,1.269,0,13,1033,1.5,1549,7,0,127
,9,26,1.256,0,17,1078,1.5,1617,7,1,126
,6,26,1.333,0,15,1102,1.5,1653,7,2,133
,6,22,1.333,1,13,997,1.5,1495,7,0,133
,7,21,1.286,0,12,1038,1.5,1557,7,1,129
,8,25,1.282,1,15,1001,1.7,1701,7,2,128
,9,28,1.308,0,16,1100,1.7,1871,7,4,131
,8,22,1.173,1,16,901,1.7,1532,7,0,117
,7,24,1.249,1,15,968,1.7,1646,7,1,125
,8,27,1.304,1,16,1039,1.5,1558,7,1,130
,7,23,1.223,1,15,946,1.7,1608,7,1,122
,6,27,1.206,0,18,1088,1.5,1632,7,1,121
,7,21,1.275,0,13,1042,1.5,1563,7,1,128
,9,27,1.296,1,16,1027,1.5,1541,7,0,130
,8,26,1.304,0,15,1088,1.5,1632,7,1,130
,7,25,1.278,1,15,999,1.9,1898,7,4,128
,8,25,1.303,0,15,1078,1.5,1616,7,1,130
,8,21,1.194,1,15,901,1.9,1712,7,2,119
,8,20,1.176,1,15,878,1.7,1492,7,0,118
,8,27,1.219,1,18,995,1.9,1891,7,4,122
,7,28,1.183,0,20,1088,1.5,1632,8,15,118
,8,26,1.218,1,17,971,1.5,1456,7,0,122
,6,25,1.285,0,15,1089,1.5,1633,7,1,129
,7,23,1.301,1,13,979,1.5,1469,7,0,130
,6,22,1.254,1,14,952,1.9,1808,7,3,125
,6,25,1.271,1,15,999,1.9,1897,7,4,127
,7,20,1.259,0,13,1027,1.5,1541,7,0,126
,9,26,1.26,0,16,1073,1.7,1825,7,3,126
,7,27,1.165,0,20,1082,1.3,1406,8,14,117
,6,24,1.248,1,15,979,1.7,1664,7,2,125
,8,22,1.278,0,13,1044,1.5,1565,7,1,128
,6,26,1.228,1,17,998,1.9,1897,7,4,123
,8,24,1.333,1,14,1013,1.9,1924,7,4,133
,9,26,1.204,1,18,964,1.9,1832,7,3,120
,8,27,1.25,1,17,1004,1.7,1707,7,2,125
,9,22,1.162,0,16,1020,1.5,1530,7,0,116
,7,21,1.205,0,15,1033,1.7,1756,7,3,121
,9,23,1.157,0,17,1025,1.7,1743,7,2,116
,9,27,1.206,0,19,1081,1.7,1838,8,16,121
,7,24,1.299,1,14,1001,1.9,1903,7,4,130
,8,25,1.281,1,15,996,1.5,1494,7,0,128
,8,27,1.281,1,17,1027,1.7,1746,7,2,128
,9,27,1.18,1,19,958,1.3,1245,8,13,118
,6,25,1.191,1,18,966,1.9,1836,7,3,119
,8,25,1.25,0,16,1065,1.5,1597,7,1,125
,8,21,1.208,1,14,901,1.7,1532,7,0,121
,8,22,1.274,1,13,948,1.9,1801,7,3,127
,9,22,1.313,1,13,965,1.7,1641,7,1,131
,9,22,1.169,0,16,1023,1.5,1535,7,0,117
,8,23,1.27,1,14,962,1.9,1828,7,3,127
,6,21,1.187,0,15,1033,1.5,1549,7,0,119
,7,27,1.24,0,17,1088,1.7,1849,7,3,124
,8,26,1.323,1,15,1032,1.5,1548,7,0,132
,8,23,1.316,0,13,1058,1.7,1799,7,3,132
,8,20,1.322,1,11,946,1.7,1609,7,1,132
,8,24,1.192,0,17,1054,1.5,1580,7,1,119
,8,28,1.218,0,19,1088,1.7,1850,8,16,122
,9,27,1.222,1,18,989,1.5,1484,7,0,122
,9,28,1.29,0,17,1098,1.5,1647,7,1,129
,6,20,1.212,1,14,905,1.9,1719,7,2,121
,6,23,1.278,0,14,1069,1.7,1817,7,3,128
,9,25,1.32,1,14,1010,1.7,1717,7,2,132
,6,26,1.213,1,17,984,1.9,1870,7,4,121
,8,26,1.174,0,19,1065,1.3,1384,8,14,117
,7,21,1.246,0,14,1036,1.5,1554,7,1,125
,9,28,1.158,0,20,1073,1.7,1824,8,16,116
,6,28,1.292,1,17,1055,1.7,1794,7,3,129
,7,24,1.217,1,16,956,1.9,1817,7,3,122
,9,20,1.273,0,12,1021,1.9,1939,7,4,127
,8,28,1.232,1,18,1012,1.5,1518,7,0,123
,8,21,1.324,1,12,965,1.7,1641,7,1,132
,8,26,1.316,0,15,1089,1.5,1634,7,1,132
,7,21,1.21,1,14,906,1.9,1722,7,2,121
,8,28,1.171,1,20,980,1.2,1176,8,13,117
,7,24,1.256,0,15,1066,1.5,1598,7,1,126
,9,25,1.213,0,17,1054,1.5,1582,7,1,121
,7,24,1.313,1,14,1006,1.5,1509,7,0,131
,8,28,1.258,0,17,1096,1.5,1644,7,1,126
,7,23,1.327,1,13,995,1.9,1891,7,4,133
,8,26,1.248,0,17,1083,1.5,1625,7,1,125
,8,24,1.232,0,16,1053,1.5,1579,7,1,123
,7,24,1.182,1,17,941,1.7,1600,7,1,118
,6,23,1.212,0,16,1054,1.5,1581,7,1,121
,6,21,1.266,1,13,942,1.7,1602,7,1,127
,8,28,1.331,0,16,1110,1.5,1664,7,2,133
,9,27,1.164,0,20,1072,1.5,1608,8,15,116
,7,24,1.159,0,18,1047,1.7,1779,7,3,116
,7,24,1.226,0,16,1060,1.5,1589,7,1,123
,6,25,1.274,1,15,998,1.5,1497,7,0,127
,8,27,1.161,1,20,967,1.7,1644,8,15,116
,8,26,1.173,1,19,956,1.5,1435,8,14,117
,8,27,1.297,0,16,1094,1.7,1860,7,4,130
,6,24,1.242,1,16,981,1.5,1471,7,0,124
,6,26,1.206,0,18,1083,1.5,1624,7,1,121
,7,27,1.317,1,16,1048,1.7,1782,7,3,132
,8,26,1.178,0,19,1068,1.7,1816,8,16,118
,6,27,1.242,1,18,1020,1.9,1938,7,4,124
,9,22,1.295,1,13,947,1.7,1610,7,1,130
,7,27,1.222,0,18,1085,1.7,1844,7,3,122
,7,24,1.32,1,14,1005,1.5,1508,7,0,132
,9,22,1.313,1,13,959,1.7,1629,7,1,131
,8,23,1.201,1,16,928,1.9,1763,7,3,120
,7,28,1.159,0,21,1086,1.7,1846,8,16,116
,8,21,1.2,0,15,1026,1.5,1539,7,0,120
,8,26,1.265,1,16,1002,1.9,1904,7,4,127
,8,26,1.309,0,15,1087,1.5,1630,7,1,131
,7,24,1.309,1,14,1007,1.9,1914,7,4,131
,6,20,1.321,0,12,1045,1.5,1567,7,1,132
,9,27,1.297,0,16,1096,1.5,1643,7,1,130
,7,24,1.188,0,17,1057,1.7,1797,7,3,119
,8,21,1.273,1,13,930,1.9,1767,7,3,127
,6,24,1.158,1,18,936,1.9,1779,7,3,116
,6,26,1.327,0,15,1103,1.7,1875,7,4,133
,8,21,1.301,0,12,1036,1.7,1761,7,3,130
,8,23,1.197,1,16,924,1.7,1570,7,1,120
,7,22,1.275,1,13,954,1.9,1813,7,3,128
,7,22,1.286,1,13,967,1.9,1837,7,3,129
,7,24,1.326,1,13,1005,1.5,1508,7,0,133
,9,27,1.305,0,16,1098,1.5,1647,7,1,131
,7,21,1.329,0,12,1050,1.5,1575,7,1,133
,6,27,1.276,0,16,1100,1.5,1650,7,1,128
,8,28,1.231,0,18,1092,1.5,1639,7,1,123
,8,22,1.279,0,13,1042,1.5,1563,7,1,128
,7,25,1.312,1,14,1014,1.9,1926,7,4,131
,7,24,1.159,0,18,1046,1.7,1778,7,3,116
,8,21,1.22,0,14,1023,1.5,1534,7,0,122
,7,22,1.303,0,13,1050,1.7,1784,7,3,130
,7,28,1.166,1,20,981,1.2,1177,8,13,117
,6,21,1.306,1,12,970,1.9,1842,7,3,131
,9,20,1.238,1,13,900,1.9,1711,7,2,124
,9,25,1.229,0,16,1057,1.7,1796,7,3,123
,8,28,1.223,1,18,1002,1.5,1503,7,0,122
,8,26,1.163,0,19,1068,1.7,1816,8,16,116
,7,25,1.233,1,16,975,1.9,1852,7,4,123
,7,26,1.179,1,19,962,1.9,1827,8,16,118
,7,26,1.187,0,19,1075,1.9,2042,8,17,119
,7,26,1.331,1,15,1042,1.5,1563,7,1,133
,9,28,1.179,0,20,1077,1.7,1831,8,16,118
,6,20,1.277,1,12,938,1.7,1595,7,1,128
,8,22,1.156,0,17,1028,1.7,1748,7,2,116
,7,23,1.254,0,15,1056,1.7,1796,7,3,125
,7,27,1.321,0,15,1105,1.5,1657,7,2,132
,7,27,1.297,0,16,1105,1.5,1657,7,2,130
,7,28,1.252,1,18,1026,1.7,1745,7,2,125
,8,24,1.293,1,14,985,1.7,1675,7,2,129
,6,26,1.292,1,16,1030,1.5,1545,7,0,129
,7,23,1.197,1,16,934,1.9,1774,7,3,120
,8,21,1.252,0,13,1028,1.7,1748,7,2,125
,7,23,1.162,0,17,1038,1.5,1557,7,1,116
,7,20,1.325,0,11,1039,1.5,1559,7,1,133
,7,28,1.166,0,20,1087,1.5,1631,8,15,117
,9,22,1.231,1,14,916,1.9,1741,7,2,123
,6,23,1.275,1,14,975,1.9,1853,7,4,128
,8,22,1.33,1,13,983,1.7,1671,7,2,133
,8,21,1.165,1,16,884,1.7,1503,7,0,117
,7,28,1.157,0,21,1083,1.7,1841,8,16,116
,7,25,1.294,1,15,1002,1.9,1903,7,4,129
,6,20,1.276,1,12,937,1.9,1781,7,3,128
,8,21,1.235,1,14,916,1.9,1741,7,2,124
,7,27,1.257,0,17,1093,1.7,1858,7,4,126
,8,21,1.168,0,15,1014,1.9,1927,7,4,117
,8,26,1.212,0,18,1074,1.5,1611,7,1,121
,7,22,1.159,0,16,1031,1.7,1753,7,3,116
,9,28,1.253,1,18,1011,1.5,1517,7,0,125
,9,27,1.24,1,18,997,1.5,1496,7,0,124
,9,24,1.184,1,17,922,1.9,1751,7,3,118
,9,23,1.315,0,13,1055,1.7,1794,7,3,132
,8,21,1.156,0,16,1016,1.5,1524,7,0,116
,9,27,1.272,1,16,1006,1.9,1911,7,4,127
,9,24,1.272,1,15,970,1.5,1455,7,0,127
,8,25,1.229,1,16,963,1.7,1638,7,1,123
,7,23,1.315,0,14,1070,1.7,1819,7,3,132
,7,28,1.279,0,17,1105,1.5,1657,7,2,128
,6,22,1.2,1,15,927,1.9,1760,7,3,120
,7,22,1.167,0,16,1035,1.5,1553,7,1,117
,7,21,1.233,1,13,916,1.9,1740,7,2,123
,7,23,1.171,0,17,1041,1.5,1562,7,1,117
,7,25,1.181,0,18,1060,1.7,1801,7,3,118
,7,23,1.319,1,13,995,1.9,1891,7,4,132
,6,22,1.295,1,13,972,1.9,1847,7,3,130
,8,24,1.309,0,14,1068,1.5,1602,7,1,131
,6,23,1.19,0,16,1048,1.5,1572,7,1,119
,9,23,1.308,0,13,1052,1.7,1789,7,3,131
,6,22,1.32,1,13,986,1.7,1676,7,2,132
,7,25,1.159,1,18,936,1.9,1779,7,3,116
,7,27,1.239,1,17,1006,1.7,1711,7,2,124
,8,28,1.171,0,20,1081,1.5,1622,8,15,117
,6,24,1.318,1,14,1007,1.7,1711,7,2,132
,7,26,1.192,0,19,1078,1.7,1833,8,16,119
,7,23,1.292,1,14,974,1.9,1851,7,4,129
,9,20,1.2,0,14,1008,1.5,1512,7,0,120
,8,21,1.268,0,13,1038,1.5,1556,7,1,127
,7,24,1.267,1,15,974,1.7,1657,7,2,127
,6,20,1.23,0,13,1031,1.5,1546,7,0,123
,9,20,1.16,1,15,859,1.7,1460,7,0,116
,8,22,1.266,0,14,1044,1.7,1774,7,3,127
,7,27,1.164,0,20,1077,1.9,2047,8,17,116
,8,27,1.227,0,18,1082,1.7,1839,7,3,123
,8,23,1.203,1,16,932,1.7,1585,7,1,120
,7,21,1.272,0,13,1041,1.5,1562,7,1,127
,7,26,1.251,0,17,1086,1.5,1629,7,1,125
,7,28,1.285,1,17,1041,1.5,1561,7,1,129
,6,23,1.269,1,14,974,1.9,1850,7,3,127
,8,26,1.219,1,17,972,1.9,1847,7,3,122
,8,23,1.183,0,16,1040,1.7,1768,7,3,118
,7,23,1.295,1,14,984,1.7,1673,7,2,130
,7,25,1.28,1,15,993,1.7,1688,7,2,128
,7,21,1.314,1,12,959,1.9,1822,7,3,131
,9,25,1.244,0,16,1063,1.7,1807,7,3,124
,6,23,1.31,0,13,1070,1.5,1605,7,1,131
,8,27,1.157,0,20,1070,1.5,1604,8,15,116
,6,23,1.181,0,16,1048,1.5,1572,7,1,118
,9,27,1.259,1,17,997,1.5,1496,7,0,126
,9,25,1.286,1,15,992,1.5,1488,7,0,129
,9,27,1.289,1,16,1017,1.7,1729,7,2,129
,7,27,1.21,1,18,990,1.9,1881,7,4,121
,7,26,1.171,0,19,1074,1.9,2040,8,17,117
,7,24,1.26,0,15,1068,1.7,1816,7,3,126
,6,27,1.202,1,18,990,1.5,1485,7,0,120
,7,22,1.322,0,13,1059,1.7,1800,7,3,132
,9,21,1.232,1,14,905,1.9,1719,7,2,123
,7,25,1.303,0,14,1079,1.7,1834,7,3,130
,7,26,1.293,1,15,1016,1.5,1524,7,0,129
,7,26,1.331,0,14,1095,1.7,1861,7,4,133
,7,22,1.176,0,16,1033,1.5,1549,7,0,118
,6,27,1.181,0,19,1087,1.5,1631,8,15,118
,8,24,1.16,0,18,1047,1.5,1570,7,1,116
,7,21,1.322,0,12,1052,1.7,1789,7,3,132
,8,24,1.235,0,16,1057,1.5,1585,7,1,124
,6,27,1.231,1,18,1006,1.5,1509,7,0,123
,8,22,1.312,1,13,971,1.5,1456,7,0,131
,8,26,1.278,1,16,1006,1.9,1911,7,4,128
,7,24,1.293,1,14,991,1.9,1883,7,4,129
,7,25,1.299,0,15,1081,1.5,1622,7,1,130
,9,28,1.271,0,17,1097,1.5,1645,7,1,127
,8,22,1.307,0,13,1053,1.5,1580,7,1,131
,8,24,1.268,1,15,967,1.7,1644,7,1,127
,7,28,1.252,0,18,1104,1.5,1657,7,2,125
,8,27,1.26,1,17,1014,1.7,1724,7,2,126
,6,24,1.305,0,14,1079,1.5,1618,7,1,131
,6,26,1.184,0,19,1082,1.7,1839,8,16,118
,8,25,1.162,0,18,1053,1.7,1790,7,3,116
,8,26,1.234,1,17,981,1.5,1472,7,0,123
,7,25,1.282,0,15,1079,1.7,1835,7,3,128
,8,21,1.294,0,12,1037,1.5,1555,7,1,129
,7,27,1.224,1,18,998,1.9,1897,7,4,122
,6,23,1.233,0,15,1056,1.7,1796,7,3,123
,6,25,1.325,0,14,1087,1.5,1630,7,1,133
,7,26,1.24,1,17,991,1.5,1487,7,0,124
,8,20,1.31,1,12,940,1.7,1598,7,1,131
,7,26,1.18,1,19,969,1.9,1841,8,16,118
,9,26,1.229,1,17,969,1.5,1453,7,0,123
,9,26,1.243,0,17,1068,1.7,1816,7,3,124
,7,27,1.205,0,19,1085,1.3,1411,8,14,121
,9,22,1.203,0,15,1030,1.7,1751,7,3,120
,7,26,1.29,1,15,1015,1.5,1523,7,0,129
,7,25,1.21,1,17,971,1.5,1456,7,0,121
,6,27,1.217,1,18,1008,1.5,1512,7,0,122
,8,22,1.318,1,13,978,1.5,1467,7,0,132
,6,28,1.285,1,17,1044,1.7,1775,7,3,129
,7,25,1.225,1,17,977,1.7,1661,7,2,123
,7,26,1.277,0,16,1092,1.5,1638,7,1,128
,9,23,1.323,0,13,1058,1.5,1587,7,1,132
,8,25,1.28,0,15,1071,1.5,1607,7,1,128
,7,26,1.165,1,19,957,1.3,1244,8,13,117
,7,23,1.262,1,14,957,1.7,1627,7,1,126
,6,23,1.241,0,15,1056,1.5,1583,7,1,124
,8,27,1.207,0,18,1080,1.5,1619,7,1,121
,6,21,1.178,0,15,1027,1.5,1541,7,0,118
,7,23,1.265,0,15,1060,1.5,1590,7,1,127
,7,24,1.201,1,17,948,1.9,1802,7,3,120
,8,21,1.208,1,14,901,1.7,1532,7,0,121
,7,26,1.159,0,19,1065,1.3,1385,8,14,116
,8,23,1.315,0,13,1057,1.5,1586,7,1,132
,8,22,1.242,0,14,1039,1.5,1559,7,1,124
,6,21,1.325,1,12,972,1.5,1458,7,0,133
,7,23,1.297,1,14,983,1.9,1868,7,4,130
,6,23,1.321,1,13,1002,1.7,1703,7,2,132
,7,26,1.325,0,15,1092,1.5,1638,7,1,133
,6,21,1.279,1,13,956,1.9,1816,7,3,128
,7,22,1.33,0,12,1055,1.5,1582,7,1,133
,7,23,1.161,1,17,911,1.9,1730,7,2,116
